Tumor_Barcode	CLS_clonal_early	CLS_clonal_late	CLS_clonal_NA	CLS_subclonal
NSLC-0079-T01	0.15252477583765928	0.4134969325153374	0.2836243511090137	0.13751769702689948
NSLC-0080-T01	0.01878803916379995	0.003836993913733792	0.10809738025932786	0.8616035988356708
NSLC-0081-T01	0.027136752136752137	0.00641025641025641	0.882051282051282	0.06944444444444445
NSLC-0083-T01	5.44069640914037e-4	5.44069640914037e-4	0.07671381936887922	0.8998911860718172
NSLC-0085-T01	0.013575757575757576	NA	0.7859393939393939	0.17963636363636365
NSLC-0086-T01	0.30384138785625775	0.24287484510532836	0.3987608426270136	0.026270136307311027
NSLC-0087-T01	0.14010282776349614	0.048414738646101116	0.13967437874892888	0.5972579263067695
NSLC-0088-T01	0.06879261933413558	0.22101885278780586	0.43742478941034896	0.25691937424789413
NSLC-0090-T01-R1	0.8879565646594274	6.867247521352848e-4	0.10605605390789304	NA
NSLC-0092-T08	0.0704956163893362	3.578457684737878e-4	0.6351762390409733	0.28037215959921274
NSLC-0093-T02	0.05997342949326248	0.06168153349781742	0.7005124312013665	0.16644524577718733
NSLC-0095-T01	0.45260713531771163	0.35338822039265355	0.07620857082541693	0.09647456195904582
NSLC-0097-T01	0.002148997134670487	0.0017908309455587394	0.8979226361031518	0.08416905444126074
NSLC-0098-T02	NA	NA	0.7719092331768388	0.21009389671361503
NSLC-0100-T02	0.014617169373549885	2.320185614849188e-4	0.4568445475638051	0.5148491879350348
NSLC-0101-T01-R1	0.09922178988326848	0.3027406530197936	0.20267298257486044	0.3848756555574353
NSLC-0102-T01	0.2033195020746888	0.24937759336099585	0.38464730290456434	0.09813278008298755
NSLC-0103-T01-R1	0.5609016038144776	0.1844386649328132	0.16363242306025141	0.07715648027741656
NSLC-0104-T02	0.05781211064041864	7.4757039621231e-4	0.9276102666334413	0.00772489409419387
NSLC-0105-T01-R1	0.021670190274841437	0.0010570824524312897	0.8942917547568711	0.06553911205073996
NSLC-0106-T01	NA	0.001976284584980237	0.2924901185770751	0.6758893280632411
NSLC-0107-T01-R1	0.3317972350230415	0.08391947610962891	0.06233325248605384	0.5133398011156924
NSLC-0108-T01	0.14597634604251095	0.43892151186833184	0.34281697130096767	0.053510875858076255
NSLC-0109-T01	0.006040070713022982	0.015468473777253978	0.3918680023571008	0.5693871538008249
NSLC-0110-T01	0.0339943342776204	NA	0.5651558073654391	0.330028328611898
NSLC-0111-T01	0.5508151231356226	0.10613943808532779	0.31633714880332986	0.009712105445716268
NSLC-0112-T01	0.2383612662942272	0.1378026070763501	0.18544382371198015	0.420235878336437
NSLC-0113-T01	0.027373737373737373	0.0065656565656565654	0.6485858585858586	0.2580808080808081
NSLC-0114-T01	0.028315946348733235	NA	0.6214605067064084	0.32985593641331346
NSLC-0115-T01	0.12864908395409705	0.5465069458425609	0.03654117173344071	0.2772297161264345
NSLC-0116-T01	0.24706164547853202	0.21611897337491004	0.40681218517630124	0.11681458383305349
NSLC-0117-T01	0.5270484287738602	0.12336417437692757	0.26006501625406353	0.025506376594148537
NSLC-0118-T01	0.002073966844368971	7.933967122753783e-4	0.025360856311679635	0.9638378130089222
NSLC-0119-T01	NA	NA	0.6677330895795247	0.3130712979890311
NSLC-0120-T01	0.06285559468978597	0.0395556759685722	0.008398807911135195	0.8733405581143322
NSLC-0121-T01	0.1353868194842407	0.19197707736389685	0.3939828080229226	0.20988538681948424
NSLC-0122-T01	NA	4.3706293706293706e-4	0.826048951048951	0.11145104895104894
NSLC-0123-T01	0.0768216908303521	0.028996422519299566	0.2869516098663152	0.5891545848239503
NSLC-0124-T01	0.2109293421510616	0.39958231813435435	0.2516533240515141	0.12008353637312913
NSLC-0125-T01	0.0059931506849315065	8.561643835616438e-4	0.13527397260273974	0.833904109589041
NSLC-0126-T01	NA	NA	0.7196467991169978	0.22251655629139072
NSLC-0127-T01	0.0030120481927710845	NA	0.11746987951807229	0.8659638554216867
NSLC-0128-T01	NA	NA	0.15038271049076993	0.8343088698784331
NSLC-0129-T01	0.44101528699163545	0.21632535333141045	0.28266512835304297	0.0504759157773291
NSLC-0130-T01	0.2217696311382666	0.41683638832315	0.07015161801312514	0.2720072414573433
NSLC-0131-T01	0.411858407079646	0.16353982300884956	0.11097345132743362	0.2456637168141593
NSLC-0132-T01	NA	0.0010362694300518134	0.3295336787564767	0.6310880829015544
NSLC-0134-T01	NA	NA	0.4222045364106645	0.5105451651412655
NSLC-0135-T01	0.027909426013691417	0.08557135334386519	0.8641390205371248	0.0052659294365455505
NSLC-0136-T01	0.020347394540942927	0.0014061207609594706	0.7698097601323408	0.19387923904052937
NSLC-0137-T01	NA	NA	0.32245681381957775	0.6084452975047985
NSLC-0138-T01	0.16578108395324123	0.39054197662061635	0.3331562167906483	0.09883103081827843
NSLC-0139-T01	0.6242131459522764	0.17976870150783195	0.023715415019762844	0.12194407846581759
NSLC-0140-T01	0.4948213360952874	0.21051268772656653	0.09166235111341274	0.19083376488865872
NSLC-0142-T01	NA	NA	0.33163265306122447	0.6058673469387755
NSLC-0144-T01	0.32673267326732675	0.4332861857614333	0.18497564042118497	0.045104510451045104
NSLC-0145-T01	0.6024674434544208	0.09904043865661412	0.22566826593557232	0.02638793694311172
NSLC-0146-T01	0.7778271495223283	0.15529882248389246	0.03110419906687403	0.019773383692512775
NSLC-0147-T01	0.04482758620689655	0.08608374384236453	0.7327586206896551	0.12426108374384237
NSLC-0148-T01	0.16227795193312436	0.20543364681295717	0.387251828631139	0.23207941483803554
NSLC-0149-T01	0.009058684521465145	3.9385584875935406e-4	0.33044505710909805	0.6242615202835762
NSLC-0150-T01	NA	5.02008032128514e-4	0.5717871485943775	0.4106425702811245
NSLC-0151-T01	0.03725640045854031	0.00573175391669851	0.6068016813144822	0.276843714176538
NSLC-0152-T01	0.009641873278236915	6.887052341597796e-4	0.16873278236914602	0.8037190082644629
NSLC-0153-T01	0.003679175864606328	7.358351729212656e-4	0.365710080941869	0.6107431935246505
